case,n,k,sample,iterations,ns,allocations,reallocations,allocated_bytes,reallocated_bytes
binding_visibility_toggle,100000,100000,2,32,699710900,0,0,0,0
binding_visibility_toggle,100000,100000,3,32,562499700,0,0,0,0
binding_visibility_toggle,100000,100000,4,32,604598800,0,0,0,0
binding_visibility_toggle,100000,100000,5,32,604443500,0,0,0,0
binding_visibility_toggle,100000,100000,6,32,628752900,0,0,0,0
product_selected_probe,100000,10000,0,32,48774500,0,0,0,0
product_selected_probe,100000,10000,1,32,47276900,0,0,0,0
product_selected_probe,100000,10000,2,32,50054100,0,0,0,0
product_selected_probe,100000,10000,3,32,51405200,0,0,0,0
product_selected_probe,100000,10000,4,32,54778800,0,0,0,0
product_selected_probe,100000,10000,5,32,50923800,0,0,0,0
product_selected_probe,100000,10000,6,32,47558800,0,0,0,0
transform_full_before_select,100000,10000,0,32,338481300,0,0,0,0
transform_full_before_select,100000,10000,1,32,348017700,0,0,0,0
transform_full_before_select,100000,10000,2,32,345558500,0,0,0,0
transform_full_before_select,100000,10000,3,32,337219300,0,0,0,0
transform_full_before_select,100000,10000,4,32,338672100,0,0,0,0
transform_full_before_select,100000,10000,5,32,337396000,0,0,0,0
transform_full_before_select,100000,10000,6,32,346857300,0,0,0,0
transform_selected,100000,10000,0,32,34613600,0,0,0,0
transform_selected,100000,10000,1,32,34148300,0,0,0,0
transform_selected,100000,10000,2,32,37939800,0,0,0,0
transform_selected,100000,10000,3,32,35250500,0,0,0,0
transform_selected,100000,10000,4,32,36493800,0,0,0,0
transform_selected,100000,10000,5,32,36105000,0,0,0,0
transform_selected,100000,10000,6,32,38806300,0,0,0,0
binding_full_live_map,100000,10000,0,32,193041500,0,0,0,0
binding_full_live_map,100000,10000,1,32,190356200,0,0,0,0
binding_full_live_map,100000,10000,2,32,191842800,0,0,0,0
binding_full_live_map,100000,10000,3,32,192880100,0,0,0,0
binding_full_live_map,100000,10000,4,32,188818300,0,0,0,0
binding_full_live_map,100000,10000,5,32,187780000,0,0,0,0
binding_full_live_map,100000,10000,6,32,183313100,0,0,0,0
binding_retained_lookup,100000,10000,0,32,20222000,0,0,0,0
binding_retained_lookup,100000,10000,1,32,17137000,0,0,0,0
binding_retained_lookup,100000,10000,2,32,21839800,0,0,0,0
binding_retained_lookup,100000,10000,3,32,22362000,0,0,0,0
binding_retained_lookup,100000,10000,4,32,22361200,0,0,0,0
binding_retained_lookup,100000,10000,5,32,21063100,0,0,0,0
binding_retained_lookup,100000,10000,6,32,17384900,0,0,0,0
binding_visibility_toggle,100000,10000,0,32,50191500,0,0,0,0
binding_visibility_toggle,100000,10000,1,32,41408300,0,0,0,0
binding_visibility_toggle,100000,10000,2,32,46174600,0,0,0,0
binding_visibility_toggle,100000,10000,3,32,51668200,0,0,0,0
binding_visibility_toggle,100000,10000,4,32,43819600,0,0,0,0
binding_visibility_toggle,100000,10000,5,32,46161600,0,0,0,0
binding_visibility_toggle,100000,10000,6,32,51824800,0,0,0,0
product_selected_probe,100000,1000,0,32,5643900,0,0,0,0
product_selected_probe,100000,1000,1,32,4566500,0,0,0,0
product_selected_probe,100000,1000,2,32,4818000,0,0,0,0
product_selected_probe,100000,1000,3,32,4986400,0,0,0,0
product_selected_probe,100000,1000,4,32,4302300,0,0,0,0
product_selected_probe,100000,1000,5,32,4362800,0,0,0,0
product_selected_probe,100000,1000,6,32,4595900,0,0,0,0
transform_full_before_select,100000,1000,0,32,326185600,0,0,0,0
transform_full_before_select,100000,1000,1,32,331451300,0,0,0,0
transform_full_before_select,100000,1000,2,32,337046100,0,0,0,0
transform_full_before_select,100000,1000,3,32,337438600,0,0,0,0
transform_full_before_select,100000,1000,4,32,341287400,0,0,0,0
transform_full_before_select,100000,1000,5,32,344028200,0,0,0,0
transform_full_before_select,100000,1000,6,32,333281900,0,0,0,0
transform_selected,100000,1000,0,32,3463600,0,0,0,0
transform_selected,100000,1000,1,32,3422300,0,0,0,0
transform_selected,100000,1000,2,32,3212500,0,0,0,0
transform_selected,100000,1000,3,32,3148700,0,0,0,0
transform_selected,100000,1000,4,32,3887700,0,0,0,0
transform_selected,100000,1000,5,32,3654000,0,0,0,0
transform_selected,100000,1000,6,32,3328700,0,0,0,0
binding_full_live_map,100000,1000,0,32,140434400,0,0,0,0
binding_full_live_map,100000,1000,1,32,147495900,0,0,0,0
binding_full_live_map,100000,1000,2,32,143012500,0,0,0,0
binding_full_live_map,100000,1000,3,32,155272400,0,0,0,0
binding_full_live_map,100000,1000,4,32,140784000,0,0,0,0
binding_full_live_map,100000,1000,5,32,145777200,0,0,0,0
binding_full_live_map,100000,1000,6,32,147462900,0,0,0,0
binding_retained_lookup,100000,1000,0,32,1021600,0,0,0,0
binding_retained_lookup,100000,1000,1,32,1199000,0,0,0,0
binding_retained_lookup,100000,1000,2,32,1306600,0,0,0,0
binding_retained_lookup,100000,1000,3,32,1881400,0,0,0,0
binding_retained_lookup,100000,1000,4,32,1339600,0,0,0,0
binding_retained_lookup,100000,1000,5,32,1360900,0,0,0,0
binding_retained_lookup,100000,1000,6,32,1770900,0,0,0,0
binding_visibility_toggle,100000,1000,0,32,3883400,0,0,0,0
binding_visibility_toggle,100000,1000,1,32,4279600,0,0,0,0
binding_visibility_toggle,100000,1000,2,32,4268600,0,0,0,0
binding_visibility_toggle,100000,1000,3,32,3840000,0,0,0,0
binding_visibility_toggle,100000,1000,4,32,4604100,0,0,0,0
binding_visibility_toggle,100000,1000,5,32,4818300,0,0,0,0
binding_visibility_toggle,100000,1000,6,32,3585900,0,0,0,0
parking_resample,128,128,0,512,26299600,0,0,0,0
parking_resample,128,128,1,512,27239400,0,0,0,0
parking_resample,128,128,2,512,28413000,0,0,0,0
parking_resample,128,128,3,512,23532800,0,0,0,0
parking_resample,128,128,4,512,23827300,0,0,0,0
parking_resample,128,128,5,512,25193500,0,0,0,0
parking_resample,128,128,6,512,23263500,0,0,0,0
parking_cached_copy_kernel,128,128,0,512,21500,0,0,0,0
parking_cached_copy_kernel,128,128,1,512,21600,0,0,0,0
parking_cached_copy_kernel,128,128,2,512,21600,0,0,0,0
parking_cached_copy_kernel,128,128,3,512,21500,0,0,0,0
parking_cached_copy_kernel,128,128,4,512,49600,0,0,0,0
parking_cached_copy_kernel,128,128,5,512,48400,0,0,0,0
parking_cached_copy_kernel,128,128,6,512,56000,0,0,0,0
