case,dataset,sample,iterations,ns,allocations,reallocations,allocated_bytes,reallocated_bytes
adapter_full,high_completed_10000,0,32,6096400,32,256,655360,652800
adapter_full,high_completed_10000,1,32,6018300,32,256,655360,652800
adapter_full,high_completed_10000,2,32,5831400,32,256,655360,652800
adapter_full,high_completed_10000,3,32,6510000,32,256,655360,652800
adapter_full,high_completed_10000,4,32,6196200,32,256,655360,652800
adapter_full,high_completed_10000,5,32,5897400,32,256,655360,652800
adapter_full,high_completed_10000,6,32,6687800,32,256,655360,652800
transform_convert,high_completed_10000,0,32,37100,0,0,0,0
transform_convert,high_completed_10000,1,32,38900,0,0,0,0
transform_convert,high_completed_10000,2,32,37100,0,0,0,0
transform_convert,high_completed_10000,3,32,36800,0,0,0,0
transform_convert,high_completed_10000,4,32,37100,0,0,0,0
transform_convert,high_completed_10000,5,32,37100,0,0,0,0
transform_convert,high_completed_10000,6,32,37200,0,0,0,0
source_full,sparse_presentable_10000,0,32,16637700,32,160,81920,79360
source_full,sparse_presentable_10000,1,32,16078600,32,160,81920,79360
source_full,sparse_presentable_10000,2,32,17154600,32,160,81920,79360
source_full,sparse_presentable_10000,3,32,18591800,32,160,81920,79360
source_full,sparse_presentable_10000,4,32,18442400,32,160,81920,79360
source_full,sparse_presentable_10000,5,32,16666000,32,160,81920,79360
source_full,sparse_presentable_10000,6,32,17566900,32,160,81920,79360
adapter_full,sparse_presentable_10000,0,32,18720200,32,160,81920,79360
adapter_full,sparse_presentable_10000,1,32,17528200,32,160,81920,79360
adapter_full,sparse_presentable_10000,2,32,18354600,32,160,81920,79360
adapter_full,sparse_presentable_10000,3,32,17274300,32,160,81920,79360
adapter_full,sparse_presentable_10000,4,32,17764300,32,160,81920,79360
adapter_full,sparse_presentable_10000,5,32,16537300,32,160,81920,79360
adapter_full,sparse_presentable_10000,6,32,18447800,32,160,81920,79360
transform_convert,sparse_presentable_10000,0,32,3800,0,0,0,0
transform_convert,sparse_presentable_10000,1,32,3700,0,0,0,0
transform_convert,sparse_presentable_10000,2,32,3700,0,0,0,0
transform_convert,sparse_presentable_10000,3,32,3600,0,0,0,0
transform_convert,sparse_presentable_10000,4,32,3600,0,0,0,0
transform_convert,sparse_presentable_10000,5,32,3700,0,0,0,0
transform_convert,sparse_presentable_10000,6,32,3600,0,0,0,0
cold,cold_probe,0,1,182100,4,8,84480,20400
cold,cold_probe,1,1,208000,4,8,84480,20400
cold,cold_probe,2,1,180100,4,8,84480,20400
cold,cold_probe,3,1,179900,4,8,84480,20400
cold,cold_probe,4,1,181000,4,8,84480,20400
cold,cold_probe,5,1,168300,4,8,84480,20400
cold,cold_probe,6,1,159100,4,8,84480,20400
